시설명,시도,시군구,시설유형(대),시설유형(중),시설유형(소),연락처
민들레 노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-275-1335
남부노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-224-6845
안디옥노인통합지원센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063)255-4993
솔내노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-275-9898
에이스의료복지용구,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-237-4378
동일노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-212-5677
안디옥노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-274-7211
참조은재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-228-8222
안골노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-241-6435
우리노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-255-7179
숨 재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-221-0109
소원주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-229-2324
전주에코데이케어,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-275-3377
보은재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-252-9346
다비다노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-226-7244
전주사회서비스 재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-282-9770
하나재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-901-1002
한울재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-715-2006
이레의료기,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-224-2006
사회적협동조합 새샘노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-245-0217
백세의료기기,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-229-0103
은하수재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-236-0118
성예노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-221-1311
전주효사랑 노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-273-8885
드림노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-251-9760
믿음재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-227-4977
전주중앙노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-283-1330
전주재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-903-0707
집으로 재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-252-7941
더맘편한 주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-273-3501
전주도우누리 노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-287-9771
동행케어,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-277-3394
예은재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063) 227-5100
가정복지용구,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-277-9831
마더의료기,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-909-6117
덕진노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,070-8275-8777
힐링재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-227-0774
가족재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-277-4632
전주인보노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-284-0295
희망재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-272-1163
은빛재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-225-1211
전주효자시니어클럽,전라북도,전주시,노인,노인일자리지원기관,노인일자리지원기관,063-236-8812
전북노인일자리센터,전라북도,전주시,노인,노인일자리지원기관,노인일자리지원기관,063-255-9112
전주서원시니어클럽,전라북도,전주시,노인,노인일자리지원기관,노인일자리지원기관,063-224-7482
전주시니어클럽,전라북도,전주시,노인,노인일자리지원기관,노인일자리지원기관,063-283-6013
사랑마을아가페하우스,전라북도,전주시 완산구,노인,노인의료복지시설,노인요양시설,063-232-5850
희강원,전라북도,전주시 완산구,노인,노인의료복지시설,노인요양시설,063-222-7434
여명노인복지센터,전라북도,전주시 완산구,노인,재가노인복지시설,재가노인복지시설,063-224-5673
내장산실버아파트,전라북도,정읍시,노인,노인주거복지시설,노인복지주택,063-534-6591
정읍노인복지요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-533-0222
정읍시립요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-537-0640
크로바실버빌,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-538-8505
온누리행복한집,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-534-0063
들꽃마을,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-538-1231
정읍원광보은의집,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-536-7720
에덴요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-571-7766
다올노인전문요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-533-2000
보듬우리원소규모요양시설,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-571-5707
정읍은혜의집,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-538-0075
동행요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-538-1010
섬김의집요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-535-9510
파라다이스요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-533-5402
둥지원,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-571-2426
햇살가득,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-536-9988
오손도손,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-538-5698
예수원,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-533-3004
느티나무,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-537-2051
행복한 집,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-538-5736
삼원요양공동생활가정,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-537-1776
하늘향노인복지센터,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-571-9009
늘푸른실버홈 노인복지센터,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-538-7514
효나눔,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-533-9053
섬진강댐노인복지관,전라북도,정읍시,노인,노인여가복지시설,노인복지관,063-531-0063
정읍시북부노인복지관,전라북도,정읍시,노인,노인여가복지시설,노인복지관,063-571-9051
정읍시 실버 노인복지관,전라북도,정읍시,노인,노인여가복지시설,노인복지관,063-538-3609
정읍시노인복지관,전라북도,정읍시,노인,노인여가복지시설,노인복지관,063-538-3606
삼원주야간복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-537-1776
더큰나무 재활주간보호센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-535-5757
정읍삼육노인복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-535-3009
한결재가센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-533-1739
호남재가복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-536-1231
건강한재가노인복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-538-7080
든든한 재가복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-535-0821
