시도,시군구,센터명,장소/위치,이용정원,연락처
제주특별자치도,제주시,제주도노인복지관,제주특별자치도 제주시 과원북4길 12 (노형동)2층,10명,1899-8723
경기도,포천시,한사랑교육공동체[체험존],경기도 포천시 소흘읍 호국로 404 한사랑교육공동체 1층,10명,1600-6813
경상북도,고령군,고령군 다산행정복합타운[체험존],경상북도 고령군 다산면 다산로 681 3층  디지털배움터 교실 앞,6명,054-841-2182
경상북도,영주시,영주시노인복지관[체험존],경상북도 영주시 원당로52번길 19 (휴천동)1층 휴게공간,6명,054-841-2182
충청남도,계룡시,엄사도서관[체험존],충청남도 계룡시 엄사면 번영7길 17 엄사도서관 3층 시청각실,20명,041-415-1097(8)
서울특별시,은평구,응암정보도서관,서울특별시 은평구 가좌로7길 15 (응암동)1층,8명,1544-9782
부산광역시,북구,북구청[체험존],부산광역시 북구 낙동대로1570번길 33 (구포동)북구청 정보화교육장,10명,051-987-0201 
서울특별시,성동구,성동구립금호도서관 [체험존],서울특별시 성동구 난계로 20 (금호동1가)4층 교육실,10명,1544-9782
경기도,고양시,이민자통합센터,경기도 고양시 덕양구 고양대로 1361 (성사동)4층,30명,1600-6813
경기도,수원시,대추골도서관,경기도 수원시 장안구 수일로 164 (조원동)대추골도서관 지하1층,10명,031-228-4816
서울특별시,구로구,스마트 구로 홍보관 [체험존],서울특별시 구로구 새말로 지하117-21 (신도림동)디큐브시티 지하 1층(신도림역 1번출구 방향),10명,1544-9782
부산광역시,기장군,기장군청[체험존],부산광역시 기장군 기장읍 기장대로 560 기장군청 1층로비,10명,051-987-0201 
대전광역시,서구,대전발달장애인훈련센터 [체험존],대전광역시 서구 둔산북로 56 (둔산동)8층,10명,042)716-0198
서울특별시,성북구,석관실버복지센터 [체험존],서울특별시 성북구 화랑로32길 88 (석관동)1층 로비,10명,1544-9782
제주특별자치도,서귀포시,하례리사무소,제주특별자치도 서귀포시 남원읍 하례중앙로 95 하례1리사무소 1층,10명,1899-8723
대전광역시,대덕구,대덕구북부노인복지관,대전광역시 대덕구 신탄진로681번길 6 (덕암동)1층,10명,042-716-0198
경기도,안산시,초지종합사회복지관,경기도 안산시 단원구 원초로 76 (초지동)초지종합사회복지관3층,10명,1600-6813
부산광역시,서구,서구청[체험존],부산광역시 서구 구덕로 120 (토성동4가)서구청 전산교육장 안,10명,051-987-0201 
경기도,안산시,(사)다문화가족행복나눔센터,경기도 안산시 단원구 신천로2길 9-9 (원곡동)1층,8명,1600-6813
강원도,정선군,사북읍 사북공공도서관,강원도 정선군 사북읍 파랑새길 33 사북공공도서관 2층 프로그램실,15명,033-910-0833
부산광역시,연제구,연산종합사회복지관,부산광역시 연제구 봉수로 17 (연산동)연산종합사회복지관,10명,070-5029-0817
경상남도,산청군,산청군 농업기술센터[체험존],경상남도 산청군 산청읍 물안실로 8-1 2층,10명,055-213-2775
대전광역시,대덕구,대덕구노인종합복지관,대전광역시 대덕구 계족로740번길 80 (읍내동)3층,10명,042-716-0198
강원도,인제군,인제군 노인지회[체험존],강원도 인제군 인제읍 인제로225번길 10-3 인제군 노인지회 2층 사무실,10명,033-910-0834
전라남도,신안군,신안임자만났네협동조합[체험존],전라남도 신안군 임자면 임자로 98 신안임자만났네협동조합 1층 교육장,20명,070-5117-4057
경기도,군포시,오금마을 정보센터[체험존],"경기도 군포시 오금로 43 (금정동, 율곡아파트)2층 로비",10명,1600-6813
대전광역시,서구,대전발달장애인훈련센터,대전광역시 서구 둔산북로 56 (둔산동)8층,10명,042-716-0198
대구광역시,달성군,달성군청소년센터,대구광역시 달성군 논공읍 논공로 252 달성군청소년센터,12명,053-214-1801
대구광역시,달성군,달성군여성문화복지센터,대구광역시 달성군 화원읍 성천로 5 달성군여성문화복지센터 5층 프로그램실,15명,053-214-1801
울산광역시,북구,울산장애인재활지원센터,울산광역시 북구 효자로 107 (효문동)3층,5명,1899-9119
서울특별시,송파구,송파복지센터 [체험존],서울특별시 송파구 충민로 184 (장지동)2충,10명,1544-9782
울산광역시,울주군,울주군치매안심센터,울산광역시 울주군 웅촌면 은현작동로 49 울주군 치매안심센터 강당,10명,180-0-0096
부산광역시,수영구,수영구 수영강변 1차 경로당,"부산광역시 수영구 좌수영로 176 (망미동, 센텀수영강변1차e-편한세상)수영강변 1차 경로당",10명,070-5029-0817
전라남도,고흥군,고흥군노인복지관[체험존],전라남도 고흥군 고흥읍 고흥로 1941 2층 강의실2,10명,1566-6105
경기도,안산시,희망아카데미 지역아동센터,경기도 안산시 상록구 초당로 30 (사동)희망아카데미 지역아동센터 2층,10명,1600-6813
대전광역시,유성구,노은3동행정복지센터,대전광역시 유성구 지족동로 145 (지족동)2층,10명,042-716-0198
부산광역시,사하구,사하구청[체험존],부산광역시 사하구 낙동대로398번길 12 (당리동)사하구청 정보화교육장 내,10명,051-987-0201 
전라북도,진안군,진안군노인복지관[체험존],전라북도 진안군 진안읍 마이산로 76 2층,10명,1899-6222
대전광역시,대덕구,대덕구북부노인복지관,대전광역시 대덕구 신탄진로681번길 6 (덕암동)1층,10명,042-716-0198
부산광역시,금정구,부산은애학교,부산광역시 금정구 청룡예전로 107 (청룡동)부산은애학교,10명,070-5029-0817
충청남도,논산시,충남직업능력개발센터,충청남도 논산시 은진면 대학로 118 3층,15명,041-415-1097
대전광역시,서구,소상공인대전교육장,대전광역시 서구 대덕대로 227 (둔산동)11층,10명,042-716-0198
경상남도,거창군,거창군립 한마음도서관[체험존],경상남도 거창군 거창읍 거열로6길 11 3층 교육장,10명,055-213-2775
충청남도,공주시,공주교육대학교,충청남도 공주시 웅진로 27 (봉황동)공주대학교 청목관 201호,20명,041-415-1097~8
부산광역시,북구,만덕도서관,부산광역시 북구 은행나무로 26 (만덕동)만덕도서관,10명,051-987-0201 
경기도,이천시,이천시청[체험존],경기도 이천시 부악로 40 (중리동)6층 교육장 앞,10명,1600-6813
서울특별시,금천구,독산2동주민센터,서울특별시 금천구 독산로 179 (독산동)1층,9명,1544-9782
대전광역시,동구,밀알복지관,대전광역시 동구 우암로 48 (삼성동)4층,10명,042-716-0198
서울특별시,강서구,강서구립봉제산어르신복지센터,서울특별시 강서구 초록마을로15길 12 (화곡동)2층,10명,1544-9782
부산광역시,연제구,거제4동 해맞이작은도서관,부산광역시 연제구 해맞이로43번길 36 (거제동)해맞이작은도서관,10명,070-5029-0817
부산광역시,강서구,부산국회도서관,부산광역시 강서구 명지국제1로 161 (명지동)부산국회도서관,10명,051-987-0201 
부산광역시,서구,파란나래 돌봄센터,부산광역시 서구 망양로 29 (서대신동3가)2층 파란나래돌봄센터,10명,051-987-0201 
충청남도,아산시,아산시동부노인복지관[체험존],충청남도 아산시 배방읍 순천향로 1060 아산시동부노인복지관 4층 컴퓨터실,20명,041-415-1097(8)
경기도,고양시,이민자통합센터[체험존],경기도 고양시 덕양구 고양대로 1361 (성사동)4층 왼쪽 첫번째 방,10명,1600-6813
충청남도,아산시,아산 서부종합사회복지관,충청남도 아산시 도고면 도고면로110번길 16 아산서부종합사회복지관,20명,041-415-1097(8)
인천광역시,서구,청라2동 행정복지센터 [체험존],인천광역시 서구 청라커낼로 269 (청라동)청라2동 행정복지센터 ( 2층 청라정보교육센터),10명,1644-5561
경상북도,예천군,예천군청[체험존],경상북도 예천군 예천읍 충효로 111 1층 정보화교육장 내,6명,054-841-2182
대전광역시,유성구,전민평생학습센터,대전광역시 유성구 엑스포로 438 (문지동)2층 정보화실,10명,042-716-0198
경기도,의왕시,사랑채노인복지관[체험존],경기도 의왕시 복지로 109 (내손동)2층 SMART IT ROOM,10명,1600-6813
서울특별시,성동구,성동구립금호도서관 [체험존],서울특별시 성동구 난계로 20 (금호동1가)4층 교육실,10명,1544-9782
경상북도,고령군,고령군 다산행정복합타운[체험존],경상북도 고령군 다산면 다산로 681 3층  디지털배움터 교실 앞,6명,054-841-2182
서울특별시,구로구,스마트 구로 홍보관 [체험존],서울특별시 구로구 새말로 지하117-21 (신도림동)디큐브시티 지하 1층(신도림역 1번출구 방향),10명,1544-9782
울산광역시,울주군,울주생활문화센터,울산광역시 울주군 두서면 인보로 95 울주 생활문화센터 2층 다목적실,24명,1899-9119
충청남도,계룡시,엄사도서관[체험존],충청남도 계룡시 엄사면 번영7길 17 엄사도서관 3층 시청각실,20명,041-415-1097(8)
서울특별시,성북구,석관실버복지센터 [체험존],서울특별시 성북구 화랑로32길 88 (석관동)1층 로비,10명,1544-9782
경상북도,영덕군,영덕군 예주고을체험마을[체험존],경상북도 영덕군 영해면 예주8길 14-7 2층 정보화교육장 내,6명,054-841-2182
경기도,부천시,소사노인복지관,경기도 부천시 경인옛로 73 (소사본동)소사어울마당 3층,10명,1600-6813
인천광역시,강화군,강화군청 [체험존],인천광역시 강화군 강화읍 강화대로 394 강화군청 정보화교육실 3층 안,10명,1644-5561
서울특별시,강남구,청담 평생 학습관 [체험존],서울특별시 강남구 학동로67길 11 (청담동)지하 1층 교실,10명,1544-9782
대구광역시,서구,서구청[체험존],대구광역시 서구 국채보상로 257 (평리동)서구청 1층 민원실 내 우측끝,5명,053-214-1801
부산광역시,금정구,부산국학원,부산광역시 금정구 중앙대로 2110 (청룡동)4층 402호,10명,070-5029-0817
전라북도,전주시,전주역 도시재생현장센터[체험존],전라북도 전주시 덕진구 백제대로 815 (우아동3가)1층,10명,1899-6222
경기도,안산시,본오종합사회복지관,경기도 안산시 상록구 이호로 39 (본오동)본오종합사회복지관 2층,8명,1600-6813
제주특별자치도,서귀포시,서귀포시장애인회관[체험존],제주특별자치도 서귀포시 칠십리로72번길 9 (서귀동)서귀포시장애인회관 2층 로비,20명,1899-8723
대구광역시,동구,검사제1경로당,대구광역시 동구 해동로 178 (검사동)2층 커뮤니티실,10명,053-214-1801
대구광역시,수성구,지산녹색마을,대구광역시 수성구 지범로27길 13-5 (지산동)지산녹색교실 1층,10명,053-214-1801
전라북도,임실군,임실군노인종합복지관[체험존],전라북도 임실군 임실읍 운수로 33-46 2층,10명,1899-6222
대전광역시,서구,서구노인복지관,대전광역시 서구 남선로 66 (탄방동)서구노인복지관,10명,042-716-0198
세종특별자치시,호려울로,보람동복합커뮤니티센터[체험존],세종특별자치시 호려울로 42 (보람동)4층 휴게실,5명,044-868-6024
경기도,광명시,광명종합사회복지관[체험존],경기도 광명시 오리로 1018 (광명동)광명종합사회복지관 2층,10명,1600-6813
대전광역시,동구,가양2동주민자치회,대전광역시 동구 흥룡로 33 (가양동)가양2동주민자치회,20명,042)716-0198
제주특별자치도,서귀포시,하례리사무소,제주특별자치도 서귀포시 남원읍 하례중앙로 95 하례1리사무소 1층,10명,1899-8723
